product_name,description,seller_description,seller_website,main_category,software_product_id,overview,categories,name_clean,description_clean
Data Analyst Jobs,Find the latest data analyst jobs. Kick start your next data analyst career. Discover and apply to data analyst jobs curated from across the world including the US and UK.,"Data Analyst Jobs (https://dataanalystjobs.io) is a specialized job portal dedicated to the field of data analysis. It serves as a comprehensive resource for individuals seeking opportunities specifically tailored to data analysts. The website provides a platform where employers can post job openings and professionals can find positions that match their skills and career interests. The portal features a user-friendly interface that allows job seekers to easily search and apply for jobs across various industries and locations, helping them to connect with potential employers and advance their careers in data analytics. Whether you're a seasoned data analyst or just starting out, Data Analyst Jobs offers a range of opportunities to fit your expertise and professional goals.",https://dataanalystjobs.io/,Recruiting Software,data-analyst-jobs,Find the latest data analyst jobs. Kick start your next data analyst career. Discover and apply to data analyst jobs curated from across the world including the US and UK.,"London, GB","[""Job Search Sites""]",
Cyclops Eye Care Records,"A complete software package that automates all aspects of eye care including electronic exams, digital image capture from diagnostic equipment, and much more.","Cyclops Vision is a provider specializing in Electronic Medical Records (EMR) solutions, catering to healthcare professionals and organizations. The company offers comprehensive software solutions aimed at enhancing the efficiency and effectiveness of medical practice management. Their flagship product focuses on streamlining patient data management, improving clinical workflows, and ensuring regulatory compliance.",https://cyclopsemr.com/,Health Care Software,cyclops-eye-care-records,"A complete software package that automates all aspects of eye care including electronic exams, digital image capture from diagnostic equipment, and much more.",,"[""Optometry""]",
cxloyalty,"cxLoyalty, a JPMorgan Chase company, is a leading provider of loyalty technology services. We design, administer, fulfill and deliver market leading loyalty programs for our respected clients and...","Connexions Loyalty is a company that specializes in designing and managing customer loyalty programs. They offer a range of services aimed at enhancing customer engagement and driving brand loyalty through tailored solutions. Their offerings include rewards programs, customer contact center operations, and data-driven insights to optimize loyalty strategies. With a focus on creating meaningful and long-lasting customer relationships, Connexions Loyalty serves various industries, including travel, banking, and retail. The company's expertise helps businesses retain customers and increase brand loyalty.",https://cxloyalty.com/,Demand Generation Software,cxloyalty,"cxLoyalty, a JPMorgan Chase company, is a leading provider of loyalty technology services. We design, administer, fulfill and deliver market leading loyalty programs for our respected clients and...",,"[""Loyalty Management""]",
Cuttable,"Cuttable takes the best practices and craft of ad agencies and marketing teams, and supercharges them with automation. But we’re not just another ad factory. Our platform has learned from some of Australia’s biggest ad legends to make really exceptional, top-shelf ads — en masse. Create, repurpose, edit, approve, publish, review, repeat. All on Cuttable.","Cuttable is a digital marketplace and platform specializing in downloadable designs, particularly for crafting and cutting machines such as Cricut and Silhouette. The company offers a wide array of design files, including SVGs, DXFs, and PNGs, suitable for a variety of creative projects. Users can browse through categories like art, decor, and seasonal themes to find designs that fit their needs. The website, https://www.cuttable.com/, provides a user-friendly interface for exploring and purchasing design files, making it a valuable resource for hobbyists, crafters, and small business owners looking to personalize their projects with unique and professional designs.",https://www.cuttable.com/,Creative Management Platforms,cuttable,"Cuttable are revolutionising the ad industry by combining the best practices of ad agencies with powerful automation. Our platform helps you create, repurpose, edit, approve, and publish exceptional ads in record time.","South Yarra, AU","[""Creative Management Platforms""]",
Daphne DMS,Daphne DMS is an easy to use web-based document management system.,"Mipsis, accessible via http://mydaphne.com, is a software provider that specializes in developing business management solutions. Their products are designed to optimize various operations within an organization, including human resources, manufacturing, and inventory management. Mipsis's software aims to enhance efficiency and streamline processes, catering to the needs of diverse industries seeking to improve their operational workflows.",https://mydaphne.com/,Enterprise Content Management (ECM) Systems,daphne-dms,Daphne DMS is an easy to use web-based document management system.,,"[""Document Management""]",
Conveyor,"Conveyor unites an entire ecosystem of modern tools and services into a single, simple workflow for building maintainable and cost effective data projects.","Data Minded is a Belgian consultancy firm specializing in data engineering and analytics solutions. Their services include building data platforms, data pipelines, and advanced analytics systems designed to help organizations effectively leverage their data for strategic insights. Data Minded offers expertise in cloud technologies, big data frameworks, and the implementation of robust data strategies tailored to client's needs. The company's mission is to accelerate the data-driven journey of its clients by delivering scalable and maintainable solutions.",https://www.dataminded.be/,Other Analytics Software,data-minded-conveyor,"Conveyor unites an entire ecosystem of modern tools and services into a single, simple workflow for building maintainable and cost effective data projects.","Leuven, BE","[""Other Analytics""]",
Dairytech,"Dairytech.ai provides tech solutions to dairy farmers. We ensure highly qualitative, timely delivered, and cost-effective tech solutions to the entire dairy supply chain, from farmer to retailer.","Dairytechai is an innovative company focused on leveraging artificial intelligence to enhance the operations and productivity of the dairy industry. Utilizing advanced AI technologies, Dairytechai offers solutions that help dairy farmers optimize their herd management, improve milk production efficiency, and ensure better overall health for livestock. Their cutting-edge tools and data-driven insights aim to revolutionize traditional dairy practices by increasing profitability and sustainability.",https://www.dairytech.ai/,Food Software,dairytech,"Dairytech.ai provides tech solutions to dairy farmers. We ensure highly qualitative, timely delivered, and cost-effective tech solutions to the entire dairy supply chain, from farmer to retailer.",,"[""Foodservice Distribution""]",
Data Quality Monitoring,"Datachecks is an open-source data monitoring tool that helps to monitor the data quality of databases and data pipelines. It identifies potential issues, including in the databases and data pipelines. It helps to identify the root cause of the data quality issues and helps to improve the data quality. Datachecks can generate several reliability, uniqueness, completeness metrics from several data sources.","Datachecks is an open-source data monitoring tool that helps to monitor the data quality of databases and data pipelines. It identifies potential issues, including in the databases and data pipelines. It helps to identify the root cause of the data quality issues and helps to improve the data quality. Datachecks can generate several reliability, uniqueness, completeness metrics from several data sources -Reports: Data Quality Visualisation You can generate with just one command. It generates a beautiful data quality report with all the metrics. This html report can be shared with the team. -CLI: Data Quality Visualisation in Bash Data quality report can be generated in the terminal. It is very useful for debugging. All it takes is one command.",,Monitoring Software,data-quality-monitoring,"Datachecks is an open-source data monitoring tool that helps to monitor the data quality of databases and data pipelines. It identifies potential issues, including in the databases and data pipelines. It helps to identify the root cause of the data quality issues and helps to improve the data quality. Datachecks can generate several reliability, uniqueness, completeness metrics from several data sources.","Manyata Tech Park, Bengaluru","[""Other Monitoring""]",
DandyDialer,"DandyDialer is a cloud-based hosted power-dialer with modern, mobile-friendly user interface. With DandyDialer, you don't need to install any software anywhere. All you need is an account with a SIP / VoIP trunk provider and we take care of the rest.","Ms Hammock Lab, reachable at https://www.dandydialer.com, is likely a software company that specializes in communication and marketing tools. They probably offer products like Dandy Dialer, which could be a solution for businesses looking to enhance their customer outreach through efficient dialing systems or marketing automation. This could include features such as automated calling, campaign management, analytics, and integration with existing databases to optimize marketing efforts and streamline communications. As always, for the most accurate and detailed information about their offerings and how they might benefit your business, it's best to visit their website directly or contact them for specific inquiries.",https://www.dandydialer.com/,Demand Generation Software,dandydialer,"DandyDialer is a cloud-based hosted power-dialer with modern, mobile-friendly user interface. With DandyDialer, you don't need to install any software anywhere. All you need is an account with a SIP / VoIP trunk provider and we take care of the rest.",,"[""Other Lead Generation""]",
Dahmakan,"Home-cooked food, without the cooking","Dahmakan is a food delivery service that offers a unique approach to meal delivery by preparing meals in-house with an emphasis on healthy ingredients, clarity, and convenience. Based in Malaysia, Dahmakan controls the entire process from sourcing the ingredients all the way to cooking and delivering, ensuring that each meal is not only nutritious but also consistently high in quality. Their menu features a variety of options that cater to different tastes and dietary preferences, including local favorites, Western cuisine, and health-conscious choices. Customers can place orders through their platform, accessible via their website at [dahmakan.com](https://dahmakan.com), making it easy to enjoy delicious, chef-prepared meals right at home. Their focus on technology, logistics, and exceptional culinary technique sets them apart in the ever-growing landscape of food delivery services.",https://dahmakan.com/,On-Demand Delivery Software,dahmakan,"Home-cooked food, without the cooking",,"[""On-Demand Catering""]",
Darktrace/Network,"Antigena Network is the world’s first Autonomous Response solution for the enterprise. Powered by self-learning AI, it is the only solution that can interrupt attacks at machine speed and with surgical precision, even if the threat is targeted or entirely unknown. By taking swift and targeted action, Antigena Network stops emerging threats that other tools miss. The technology provides 24/7 coverage of your entire workforce, when security teams are overwhelmed or simply aren’t around. It takes an average of 2 seconds for Antigena to stop an emerging cyber-threat.","Darktrace is a cybersecurity company specializing in artificial intelligence-driven solutions to protect enterprises from sophisticated cyber threats. Founded in 2013, the company leverages advanced machine learning technology to detect, respond to, and contain cyber threats in real-time, even at an early stage. Darktrace\'s AI-powered cybersecurity platform, known as the ""Enterprise Immune System,"" works by autonomously identifying and responding to potential threats, minimizing the risk of data breaches and other cyber incidents. This innovative approach mirrors the human immune system, providing organizations with robust defense mechanisms to combat evolving digital threats.",https://www.darktrace.com/,System Security Software,darktrace-network,"Darktrace Cyber AI Loop helps users reduce risk and harden security. The Darktrace Cyber AI Loop is built on continuous feedback and an interconnected understanding of the enterprise. Darktrace monitors and protects people and digital assets across the IT ecosystem. Self-Learning AI learns normal patterns of life to identify the malicious behaviors that don't belong. This includes insider threat, industrial espionage, IoT compromises, zero-day malware, data loss, supply chain risk and long-term infrastructure vulnerabilities.","Cambridgeshire, England","[""Incident Response""]",
Cyber Rain,"Cyber Rain Professional provides irrigation solutions for builders and developers, architects and specifiers, property managers, landscape professionals and homeowner associations.","Galcon is a global manufacturer specializing in innovative water management solutions, primarily focusing on irrigation products that facilitate smart watering and efficient agricultural practices. Their offerings include a wide range of irrigation controllers, timers, and systems that cater to both residential gardeners and large-scale agricultural operations. Galcon is renowned for its commitment to sustainability, incorporating advanced technology to optimize water usage and reduce waste. Their products are designed to enhance the ease and effectiveness of managing irrigation projects, ensuring reliability and top performance.",https://www.galconc.com/,Agriculture Software,cyber-rain,"Cyber Rain Professional provides irrigation solutions for builders and developers, architects and specifiers, property managers, landscape professionals and homeowner associations.",,"[""Smart Irrigation Systems""]",
daftra,"Manage your business, from sales and invoicing, your books, your clientele and workforce to your inventory and operations. With powerful, fully integrated business management modules implemented to meet your business needs anywhere, anytime, seamlessly track in real-time, control and grow your business while our software supplements your work.","Izam is a comprehensive business management platform offered by Daftra, designed to streamline operations for small to medium-sized enterprises. It provides a suite of tools for managing various aspects of a business, including accounting, invoicing, inventory, human resources, and customer relationship management. The platform is cloud-based, allowing for real-time access and collaboration from any location. Izam aims to enhance efficiency and productivity through its user-friendly interface and customizable features, catering to the specific needs of different industries.",https://www.daftra.com/en/,ERP Systems,daftra,"Manage your business, from sales and invoicing, your books, your clientele and workforce to your inventory and operations. With powerful, fully integrated business management modules implemented to meet your business needs anywhere, anytime, seamlessly track in real-time, control and grow your business while our software supplements your work.",,"[""Accounting"",""Invoice Management"",""ERP Systems"",""Inventory Management"",""Retail POS""]",
Dancrai Pty,Provides high quality end-to-end agile SD-WAN services that empower organisations with greater ﬂexibility and centralised control.,"Dancrai Pty is an Australian company specializing in the distribution and supply of high-quality dance flooring and associated products. With a focus on performance, safety, and innovation, Dancrai offers a range of flooring solutions designed for dance studios, theaters, and performance spaces across Australia. Their product offerings include vinyl dance floors, sprung flooring systems, and various installation accessories, catering to the needs of professionals in the performing arts industry.",https://www.dancrai.com.au/,SD-WAN Solutions,dancrai-pty,Provides high quality end-to-end agile SD-WAN services that empower organisations with greater ﬂexibility and centralised control.,,"[""SD-WAN""]",
Dark Pools,"Dark Pool's leadership and expertise in automated machine learning is helping industries and markets around the world effectively meet industry requirements while simultaneously delivering high value smart solutions that increase revenue, optimise operations, mitigate risk and personalise customer experiences and a variety of customisable anomaly detection. Dark Pools orchestration enables intelligence driven automation, acceleration and transparency through every step of the data science lifecycle. It also provides companies with a completely flexible architecture specifically design around your Industry Business Ontology (IBO) through an extensible platform that scales to meet the complexity of service use cases.","Dark Pools is an advanced trading tool that provides real-time analytics and insights into dark pools and other non-transparent trading venues. The platform leverages artificial intelligence to offer detailed analysis and data visualization, enabling traders to make informed decisions based on hidden market activities. Users can access metrics and reports that illuminate the otherwise opaque segments of the market, potentially gaining a competitive edge.",https://www.darkpools.ai/,MLOps Platforms,dark-pools,"Dark Pool's leadership and expertise in automated machine learning is helping industries and markets around the world effectively meet industry requirements while simultaneously delivering high value smart solutions that increase revenue, optimise operations, mitigate risk and personalise customer experiences and a variety of customisable anomaly detection. Dark Pools orchestration enables intelligence driven automation, acceleration and transparency through every step of the data science lifecycle. It also provides companies with a completely flexible architecture specifically design around your Industry Business Ontology (IBO) through an extensible platform that scales to meet the complexity of service use cases.",,"[""MLOps Platforms""]",
Cx360,"Core Solutions' Integrated Behavioral Health EHR Platform, Cx360, enables the transformation of the behavioral health software experience by improving the provider to client relationship. The system's behavioral health capabilities help strengthen the trust between a provider and client by: simplifying the end-to-end behavioral health experience, delivering integrated care coordination, improving client engagement and centralizing accurate provider reimbursement.","Core Solutions, Inc. (CSI) is a prominent provider of innovative Electronic Health Records (EHR) and behavioral health solutions designed to streamline the operational and clinical processes of healthcare organizations. Specializing in integrated, patient-centered records management and analytics, CSI focuses on delivering flexible and customizable software solutions that meet the unique needs of healthcare providers in mental health and social services sectors.Their offering includes a comprehensive suite of applications that support various aspects of health care delivery such as practice management, client management, e-prescribing, telehealth, and more. These tools are geared towards improving the efficiency of providers and enhancing the care experience for patients.The company emphasizes security and compliance, ensuring that their systems meet the latest standards in healthcare regulations and data protection. With a focus on driving better outcomes, reducing costs, and improving care quality, Core Solutions aims to empower organizations to deliver exceptional services and embrace technological advancements in the healthcare field.Explore more about Core Solutions and their offerings at http://coresolutionsinc.com.",https://coresolutionsinc.com/,Health Care Software,cx360,"Core Solutions' Integrated Behavioral Health EHR Platform, Cx360, enables the transformation of the behavioral health software experience by improving the provider to client relationship. The system's behavioral health capabilities help strengthen the trust between a provider and client by: simplifying the end-to-end behavioral health experience, delivering integrated care coordination, improving client engagement and centralizing accurate provider reimbursement.",,"[""Mental Health""]",
CxLink Suite,"CxLink Suite is a SAP-Certified ABAP Add-on that enhances SAP functionality to leverage multi cloud services delivering an embedded cloud native experience for your SAP applications on use cases for Document Management, SAP Data Archiving and SAP data ingestion into Data Lakes.","Syntax Systems Limited is a managed cloud provider specializing in ERP (Enterprise Resource Planning) services. Established in 1972, Syntax offers comprehensive cloud solutions primarily designed for various ERP platforms, including JD Edwards, SAP, and Oracle E-Business Suite. The company provides a range of services, encompassing cloud migrations, managed services, disaster recovery, and application management. With a strong focus on security, reliability, and scalability, Syntax helps organizations optimize their IT infrastructure to improve operational efficiency and drive business growth.",https://www.syntax.com/,Tools for ERP Software,cxlink-suite,"Syntax CxLink Suite is an innovative line of software certified by SAP that helps maximize your SAP innovation potential in the cloud. It enhances the functionality of your SAP system by leveraging native cloud services, thus providing a more integrated and efficient experience for your SAP applications. It has been designed to handle three critical functions: SAP Information Lifecycle Management integration, data ingestion into AWS data lakes, and document & archiving management. With CxLink Suite, we solve a variety of cloud-related challenges you may experience when using SAP. In order to remain current with both advances in SAP’s application development cycles and the ongoing evolution of the cloud, our focus is on continually enhancing CxLink with each new update and release. With flexible licensing options of one or three years, you can choose the solution that best fits your company's needs. Ask for a demo today!","Montreal, CA","[""Tools for ERP""]",
CWG,"CWG is a leading international platform for blockchain digital assets, providing a wide range of digital asset transactions, blockchain technology education, blockchain project incubation, blockchain asset issuance platforms, blockchain technology research institutes and districts to the world. Blockchain project charity and other services. CWG serves users in more than 180 countries and regions around the world with a core memory matching engine technology of 1.4 million units per second. It is the world's fastest and largest trading platform for digital currency transactions. CWG always insists on putting the interests of users first, and is committed to providing a safe, fair, open and efficient blockchain digital asset trading environment.","I'm unable to browse the internet, including checking specific URLs or verifying their content. Thus, I can't provide a specific description of CWG based on the website link you've provided. If you can describe what CWG is or what kind of services or products it offers, I can help craft a general description for you!",https://news.err1t0s.cn/,Blockchain Software,cwg,"CWG is a leading international platform for blockchain digital assets, providing a wide range of digital asset transactions, blockchain technology education, blockchain project incubation, blockchain asset issuance platforms, blockchain technology research institutes and districts to the world. Blockchain project charity and other services. CWG serves users in more than 180 countries and regions around the world with a core memory matching engine technology of 1.4 million units per second. It is the world's fastest and largest trading platform for digital currency transactions. CWG always insists on putting the interests of users first, and is committed to providing a safe, fair, open and efficient blockchain digital asset trading environment.",,"[""Cryptocurrency Exchanges""]",
CustomerVue,"Backed by BP/Castrol, Autino delivers a variety of innovative SaaS based solutions which are digitally transforming the automotive mark","Autino, accessible at http://www.carvue.com, is a company that specializes in providing cloud-based automotive management software designed to streamline operations for automotive businesses. Their platform, CarVue, offers a range of features to enhance efficiency, including scheduling, invoicing, inventory management, and customer relationship management tools, all tailored to support the needs of garages, workshops, and dealerships. By leveraging cloud technology, Autino's solution enables users to access and manage their business operations from anywhere, enhancing flexibility and productivity.",https://www.carvue.com/,Automotive Software,customervue,"Backed by BP/Castrol, Autino delivers a variety of innovative SaaS based solutions which are digitally transforming the automotive mark","Reading, England","[""Car Dealer""]",
DAS,"Businesses of all sizes use DAS to unlock the potential of location intelligence, embed quality ESG data into decision-making, manage risk, and grow their customers. Our clients are financial institutions and agri companies, including banks, insurers, government, statutory bodies and digital-focused leaders who love land.","Digital Agriculture Services (DAS) is a company that provides advanced data-driven solutions tailored for the agricultural sector. They offer a platform that integrates diverse data sources and advanced analytics to support better decision-making for farmers, agribusinesses, and financial institutions. DAS's offerings include comprehensive insights on land use, crop performance, and climate risks, helping stakeholders optimize farm productivity and manage agricultural investments more effectively. Their technology leverages geospatial intelligence, machine learning, and predictive analytics to deliver actionable insights in real-time.",https://digitalagricultureservices.com/,Agriculture Software,das,"Businesses of all sizes use DAS to unlock the potential of location intelligence, embed quality ESG data into decision-making, manage risk, and grow their customers. Our clients are financial institutions and agri companies, including banks, insurers, government, statutory bodies and digital-focused leaders who love land.",,"[""Precision Agriculture""]",
CycFreedom,CycFreedom is a disclosure and information request management solution designed for the public sector enabling tracking from receipt to finalisation.,"Geoff Smith Associates (GSA) is a specialized company focusing on providing software solutions and services primarily to law enforcement agencies, local government bodies, and other organizations that handle secure and sensitive data. Their offerings range from case management systems to more complex data analysis and intelligence software. Distinctly recognized for their emphasis on compliance and security, GSA's solutions aim to enhance operational efficiencies while rigorously protecting data integrity.",https://www.gsaltd.com/,Public Safety Software,cycfreedom,CycFreedom is a disclosure and information request management solution designed for the public sector enabling tracking from receipt to finalisation.,"Leicester , GB","[""Other Law Enforcement""]",
Cypherpath Infrastructure Container System,"Cypherpath delivers IT infrastructure by encapsulating machines, networks, storage, and apps in software-defined infrastructure containers.","Cypherpath is a company focused on simplifying and automating cybersecurity and IT operations. It offers a platform that enables businesses to build, test, and deploy secure IT environments. The platform is designed to manage complex systems and infrastructure efficiently, providing resources for cyber defense, software development, and IT training. Cypherpath's solutions aim to streamline operations through automation, enhancing resilience against cyber threats and improving operational efficiency.",https://cypherpath.com/,DevOps Software,cypherpath-infrastructure-container-system,"Cypherpath delivers IT infrastructure by encapsulating machines, networks, storage, and apps in software-defined infrastructure containers.",,"[""Container Management""]",
Dada Mail,Dada Mail is a contemporary mailing list manager.,"Dada Mail is a mailing list management software that offers an easy-to-use platform for managing email newsletters and discussion lists. It is designed to cater to the needs of businesses, organizations, and individuals seeking to maintain effective email communication with their audiences. Users can leverage its robust features, including email sending, list management, and detailed analytics, to enhance their communication strategies. Dada Mail can be installed on a web server, providing flexibility and control over email list operations and data.",https://dadamailproject.com/,Email Management Software,dada-mail,Dada Mail is a contemporary mailing list manager.,,"[""Email Management""]",
Data Display Debugger,"GNU DDD is a graphical front-end for command-line debuggers such as GDB, DBX, WDB, Ladebug, JDB, XDB, the Perl debugger, the bash debugger bashdb, the GNU Make debugger remake, or the Python debugger pydb. Besides ``usual'' front-end features such as viewing source texts, DDD has become famous through its interactive graphical data display, where data structures are displayed as graphs.","The Free Software Foundation (FSF) is a nonprofit organization founded in 1985 by Richard Stallman with the mission to promote computer user freedom and to defend the rights of all free software users. The FSF facilitates the development and use of free (as in freedom, not free of charge) software – particularly the GNU operating system and its GNU/Linux variants – and campaigns against threats to user freedoms like software patents and digital restrictions management (DRM). The foundation also provides critical resources to support the development and legal protection of free software, including software licensing, compliance, and education on the benefits of using and contributing to free software. The FSF's website, https://fsf.org, serves as a hub for its advocacy efforts, offering news, a comprehensive library of free software, and other resources for both the technical community and the general public.",https://fsf.org/,Business Intelligence Software,data-display-debugger,"GNU DDD is a graphical front-end for command-line debuggers such as GDB, DBX, WDB, Ladebug, JDB, XDB, the Perl debugger, the bash debugger bashdb, the GNU Make debugger remake, or the Python debugger pydb. Besides ``usual'' front-end features such as viewing source texts, DDD has become famous through its interactive graphical data display, where data structures are displayed as graphs.","Boston, MA","[""Data Visualization""]",
Dalia,"Dalia’s recruiting automation transforms your hiring process into a mobile-first experience that's fast & easy for frontline job seekers. Hiring teams use our fully automated SMS & email engagement, AI-powered job applications, and job seeker-focused career sites to accelerate high-volume recruiting. Dalia is the #1 source of qualified candidates for employers.","Dalia is a company that specializes in modern survey technology and market research solutions. It is focused on leveraging data to help businesses and organizations gain deeper insights into consumer trends and behaviors. Dalia offers innovative tools for collecting and analyzing data, making it easier for clients to conduct surveys and gather global insights efficiently. The platform is designed to facilitate quick, accurate, and scalable research across diverse markets.",https://www.dalia.co/,Recruiting Software,dalia,"Dalia is a candidate conversion platform that activates hidden talent pools and proactively builds interest through personalized touchpoints, automatically. Connect, build interest, and convert best-fit candidates into hires faster, with zero work from your team. Mercy, Shake Shack, Ryder, Compass Group, Valvoline, and other leading brands trust Dalia to power their conversions, drive more high-quality candidates, and hire faster.",,"[""Recruiting Automation""]",
Data Quality App for Dynamics 365 & Power Apps,"Increase/maintain good data quality by preventing duplicates in Dynamics CRM and easy auto clean-up! Advanced duplicate detection add-on for Dynamics 365 CE (CRM) - Updated for latest release and Unified Interface Every Dynamics 365 system will benefit from this add-on. Say goodbye to the default duplicate detection limitations and welcome to clean data in CRM. Increase data quality, prevent users or integration/s from creating new duplicates. Define advanced duplicate rules without limitations. Supports system and custom entities. Maintain good data quality, increase productivity, bulk merge existing duplicates by defining bulk merge rules and not one by one as in default duplicate tool. Provide overview through better reporting capabilities of duplicates. Schedule bulk detection and bulk merge to run in background while you work on other tasks. You are welcome to try the add-on for free and for unlimited time. Free version has these two restrictions: Bulk merge up to 10 rows per bulk detection job One active duplicate detection rule Latest updates: Supports Unified Interface Dynamic duplicate notification before saving the record Manual Merge records of your own choice Multi record merge by mixing and matching attributes manually from multiple duplicate records Stronger background service capabilities such as scheduling multiple jobs Background service can now be deployed on customers own Azure environment We also offer live demo of the addon, feel free to contact us anytime at support@techdio.dk Customer Quote: ""I would recommend the tool to other users as it has proven to be a valuable addition in maintaining data in CRM."" René Knaake from BlueCielo - Global IT Manager Learn more Please visit our dedicated duplicate Detection App page for videos and more information: https://duplicate-detection.com","Techdio AS is a company that provides solutions focused on data quality management. Their primary offering, accessible via their website https://dataqualityapp.com, is a software tool designed to enhance, clean, and maintain the quality of data within organizations. This tool helps businesses ensure the accuracy, consistency, and reliability of their data, which is crucial for informed decision-making and efficient operations. Techdio AS aims to address common data challenges and improve overall data governance for their clients.",https://dataqualityapp.com/,Data Quality Tools,data-quality-app-for-dynamics-365-power-apps,"Revolutionary Data Quality Management add-on for Dynamics 365 & Power Apps Are you tired of dealing with inaccurate and incomplete data in your organization? Do duplicate records and incorrect data haunt your system, causing inefficiencies and headaches? Are you ready to take advantage of AI? Look no further – Data Quality App is here to revolutionize your data management. Get ready to experience data perfection and precision like never before. Our revolutionary add-on ensures you have accurate and complete data across all entities, empowering your business to make informed decisions with confidence. Benefits: Reliable and cleansed data supports effective decisions that help drive your business and customer satisfaction. New features, ensure even higher data accuracy, contributing to better customer engagement. Accurate data will help your business deliver the right messages at the right time in their customer journey. Save time and money on data remediation, increasing your return on investment on data assets. Take advantage of your data by using AI technology. Key features: Create and manage custom data quality rules for any entity. Create and manage custom duplicate detection rules for any entity. Phonetic Fields algorithm indexing data by sound, as pronounced and by correction rate of 99%. Get overview of duplicated data. Prevent creation of duplicates on all entities for users & integrations. Merge records using built-in logic to define a master. Advanced real-time detection capturing duplicates before they get created. Get real-time alerts of rule violations with varying severity levels. Control the ability to save a record based on rule severity. Search for data quality rules using advanced find or add them to the dashboard. Search for any entity that have warnings or errors due to data quality rules. No external access to data. No API development needed. Fully integrated into Dynamics 365 & Power Apps. Latest Updates: Revolutionary Data Quality Rules. Phonetic Fields algorithm indexing data by sound. Ignore records during manual merge. Delete records during manual merge. Customize which fields are available for manual merge. Dynamic duplicate notification before saving the record. Manual merge records of your own choice. Multi record merge by mixing and matching attributes manually from multiple duplicate records. Stronger background service capabilities such as scheduling multiple jobs. Supports Unified Interface. Background service. For more information visit https://dataqualityapp.com To activate your trial, please send an email to support@techdio.dk",,"[""Data Quality""]",
Data Fetcher,Data Fetcher lets you connect to hundreds of third-party applications in Airtable. It's easy to use but also incredibly powerful. You can transform the data and customize how it's pulled into your base. Then you can schedule automatic runs. Reference data from your tables when running requests. e.g. use a table of stock or crypto tickers to fetch current prices. Data Fetcher uses no-code integrations so that anyone can impot data from:,"Data Fetcher is a software tool that integrates with Airtable, allowing users to import, update, and automate data retrieval from various platforms directly into their Airtable bases. It enables users to connect to different APIs, simplifying the process of fetching and managing data without needing extensive coding knowledge. Data Fetcher is particularly useful for professionals who want to streamline their workflow by connecting Airtable with external data services, facilitating seamless data operations within a unified interface.",https://datafetcher.com/,Data Integration Tools,data-fetcher,Data Fetcher lets you connect to hundreds of third-party applications in Airtable. It's easy to use but also incredibly powerful. You can transform the data and customize how it's pulled into your base. Then you can schedule automatic runs. Reference data from your tables when running requests. e.g. use a table of stock or crypto tickers to fetch current prices.,"London, England","[""ETL Tools""]",
Dark Web ID,"Dark Web ID combines human and sophisticated Dark Web intelligence with search capabilities to identify, analyze and proactively monitor for your organization's compromised or stolen employee and customer data","Kaseya® is the leading provider of IT and security management solutions for managed service providers (MSPs) and small to medium sized businesses (SMBs). Through its open platform and customer-centric approach, Kaseya delivers best in breed technologies that allow organizations to efficiently manage, secure, and backup IT. Kaseya IT Complete is the most comprehensive, integrated IT management platform comprised of industry-leading solutions from Kaseya, Unitrends, Rapidfire Tools, Spanning Cloud Apps, IT Glue, ID Agent and Graphus. The platform empowers businesses to: command all of IT centrally; easily manage remote and distributed environments; simplify backup and disaster recovery; safeguard against cybersecurity attacks; effectively manage compliance and network assets; streamline IT documentation, and automate across IT management functions. Headquartered in Dublin, Ireland, Kaseya is privately held with a presence in over 20 countries. To learn more, visit www.kaseya.com.",https://www.kaseya.com/,Web Security Software,dark-web-id,"Dark Web ID ensures the greatest amount of protection from risks posed by compromised credentials. It provides 24/7/365 human and machine-powered monitoring of business and personal credentials, including domains, IP addresses and email addresses. Dark Web ID uncovers your compromised credentials in dark web markets, data dumps and other sources and instantly alerts you, giving you the advantage to act before cybercriminals do.","Miami, FL","[""Dark Web Monitoring""]",
Dassault Design & Engineering Simulation,"Design and Engineering Simulation reveals the behavior of real products in the virtual world using science-based multidisciplinary technology. By performing multidisciplinary simulation, design exploration and optimization provide insights that directly feed back into the product design process leading to shortened development cycles and better design decisions that meet all requirements.","Dassault Systemes, the 3DEXPERIENCE Company, provides business and people with virtual universes to imagine sustainable innovations.",https://www.draftsight.com/,CAD Software,dassault-design-engineering-simulation,"Design and Engineering Simulation reveals the behavior of real products in the virtual world using science-based multidisciplinary technology. By performing multidisciplinary simulation, design exploration and optimization provide insights that directly feed back into the product design process leading to shortened development cycles and better design decisions that meet all requirements.",Velizy-Villacoublay,"[""Simulation and Test Suite"",""Mechanical Computer-aided Design (MCAD)"",""Simulation & CAE"",""General-Purpose CAD"",""Building Design and Building Information Modeling (BIM)"",""Systems Engineering And MBSE""]",
