technology_id,name,slug,url,description,category,category_slug,parent_category,parent_category_slug,jobs,companies,companies_found_last_week
2172,Pipedrive,pipedrive,https://www.pipedrive.com,Pipeline tool for active dealmakers. Get super-organized. Close deals in less time. Built by active salespeople and serious web app developers.,CRM Platforms,crm-platforms,Sales,sales,17526,6727,66
2174,Pipefy,pipefy,https://www.pipefy.com,"With Pipefy, your team gets to choose how to run their processes. Pipefy is agile and lets you use the best of Kanban or scrum methods. Easily connect processes with other teams, plan sprints, view progress in burndown charts or with report",Project Management,project-management,Product And Design,product-and-design,1797,534,2
2175,Pivotal Tracker,pivotal-tracker,http://www.pivotaltracker.com,"It is a collaborative, lightweight agile project management tool, brought to you by the experts in agile software development.",Agile Project Management,agile-project-management,Product And Design,product-and-design,1242,530,1
2186,Plivo,plivo,https://www.plivo.com/,API platform to build Voice & SMS Applications,SMS Marketing,sms-marketing,Marketing,marketing,81,35,0
2187,Plotly,plotly,,,Data Visualization,data-visualization,Business Intelligence And Analytics,business-intelligence-and-analytics,0,0,0
2191,Plutio,plutio,https://plutio.com,"It is an intuitive solution that provides robust applications to help users manage businesses, work closely with customers, and collaborate with teams, all from one place",Project Management,project-management,Product And Design,product-and-design,8,2,0
2194,Pocket,get-pocket,https://getpocket.com/,"Save webpages to read later, and eliminate cluttering of bookmarks with sites that are merely of a one-time interest. You can read at home, work, on the plane, or during your commute; even without an internet connection.",Social Media Aggregator,social-media-aggregator,Marketing,marketing,4712,1407,17
2196,Podio,podio,https://podio.com,"Podio is built to work like you. Pick your apps - from simple project management, to handling sales leads, to tracking job candidates. You’ll find hundreds more for any business process in the free Podio App Market. Organize your apps in unlimited workspaces. Add your team and even clients or contractors to get the job done together.",Project Management,project-management,Product And Design,product-and-design,1481,575,7
2214,PostgreSQL,postgresql,http://www.postgresql.org/,"PostgreSQL is an advanced object-relational database management system
that supports an extended subset of the SQL standard, including
transactions, foreign keys, subqueries, triggers, user-defined types
and functions.",Relational Databases,relational-databases,Programming Languages And Frameworks,programming-languages-and-frameworks,545853,99762,620
2215,Postman,postman,https://www.postman.com,"It is the only complete API development environment, used by nearly five million developers and more than 100,000 companies worldwide. ",Debugging Tools,debugging-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,115261,30314,243
2216,Postmark,postmark,http://postmarkapp.com/,Postmark removes the headaches of delivering and parsing email for webapps with minimal setup time and zero maintenance.,Email Tracking,email-tracking,Marketing,marketing,22117,500,3
2230,PrestaShop,prestashop,http://www.prestashop.com/,"PrestaShop is written in PHP, is highly customizable, supports all the major payment services, is translated in many languages and localized for many countries, and is fully responsive (both front- and back-office).",Ecommerce Platform,ecommerce-platform,E-commerce,e-commerce,12748,5987,37
2248,Process Street,process-street,https://www.process.st,It is a cloud-based business process management (BPM) solution that enables organizations to create checklists and process documents for recurring projects.,Document Management,document-management,Collaboration,collaboration,121,65,1
2250,ProdPad,prodpad,https://www.prodpad.com,"It is Product Management Software for your whole team. It allows you to capture ideas from your team, flesh them out into product specs that your development team can use, and then put it on a roadmap that shows where you are now and where you’re going in the future.
",Project Management,project-management,Product And Design,product-and-design,113,50,0
2278,ProfitWell,profitwell,https://www.profitwell.com,"It provides free subscription metrics to help you identify opportunities and then tools to help you reduce churn, optimize pricing, and grow your subscription business end-to-end.",Recurring Billing And Payments,recurring-billing-and-payments,Finance And Accounting,finance-and-accounting,40,23,0
2313,Pushwoosh,pushwoosh,http://pushwoosh.com,"Free unlimited cross platform push notifications! iOS, Android, Windows Phone, Phonegap, Unity, Marmalade, Adobe Air - we support them all! Easy integration, open-source SDK.",Push Notifications,push-notifications,Marketing,marketing,32,16,0
2315,Pyramid,pyramid,https://trypyramid.com/,A framework for building Python web applications,Big Data,big-data,Business Intelligence And Analytics,business-intelligence-and-analytics,18080,4630,16
2316,Python,python,https://www.python.org/,"Python is a general purpose programming language created by Guido Van Rossum. Python is most praised for its elegant syntax and readable code, if you are just beginning your programming career python suits you best.",Languages,languages,Programming Languages And Frameworks,programming-languages-and-frameworks,2841550,255257,1709
2319,PyTorch,pytorch,http://pytorch.org/,PyTorch is not a Python binding into a monolothic C++ framework. It is built to be deeply integrated into Python. You can use it naturally like you would use numpy / scipy / scikit-learn etc.,Data Science And Machine Learning,data-science-and-machine-learning,Business Intelligence And Analytics,business-intelligence-and-analytics,123104,28630,336
2332,Mustache,mustache,http://mustache.github.io/,"Mustache is a logic-less template syntax. It can be used for HTML, config files, source code - anything. It works by expanding tags in a template using values provided in a hash or object. We call it ""logic-less"" because there are no if statements, else clauses, or for loops. Instead there are only tags. Some tags are replaced with a value, some nothing, and others a series of values.",Templating,templating,Programming Languages And Frameworks,programming-languages-and-frameworks,4675,842,2
2337,QuintaDB,quintadb,,,Database,database,IT Management,it-management,0,0,0
2343,RabbitMQ,rabbitmq,http://www.rabbitmq.com/,"RabbitMQ gives your applications a common platform to send and receive messages, and your messages a safe place to live until received.","Queueing, Messaging And Background Processing",queueing-messaging-and-background-processing,Programming Languages And Frameworks,programming-languages-and-frameworks,83308,20191,115
2351,Rails,rails,http://rubyonrails.org/,Rails is a web-application framework that includes everything needed to create database-backed web applications according to the Model-View-Controller (MVC) pattern.,Application Frameworks,application-frameworks,Programming Languages And Frameworks,programming-languages-and-frameworks,74553,18589,81
2361,React Native,react-native,http://facebook.github.io/react/index.html,"React Native enables you to build world-class application experiences on native platforms using a consistent developer experience based on JavaScript and React. The focus of React Native is on developer efficiency across all the platforms you care about - learn once, write anywhere. Facebook uses React Native in multiple production apps and will continue investing in React Native.",Mobile App Dev Platform,mobile-app-dev-platform,Programming Languages And Frameworks,programming-languages-and-frameworks,119351,36725,189
2368,Reamaze,reamaze,http://www.reamaze.com/,Reamaze can handle your support@ email box just as well as it can handle your in-app support and live chat. Or Facebook Page. Or Twitter handle.,Helpdesk Tools,helpdesk-tools,Customer Management,customer-management,89,64,2
2369,Rebrandly,rebrandly,https://www.rebrandly.com,"It is a fresh approach to short links, which allows you to create cool, descriptive links using a custom branded domain name. Unlike other URL shorteners, links are simple to pronounce, easy to remember, and they promote your brand.",Marketing Analytics,marketing-analytics,Marketing,marketing,26,17,0
2381,Recruitee,recruitee,https://recruitee.com/,"Fast, Easy, Collaborative recruiting platform. Save money on all major job boards. Create your own employer branded careers site. A tool to help you hire the best.",HRMS,hrms,HR,hr,19178,2998,4
2385,Recurly,recurly,http://recurly.com,"Recurly is the leading pay-as-you-go recurring billing service because setup is easy, integrations are quick, and our service grows with the needs of your business.",Online Payment Security,online-payment-security,Finance And Accounting,finance-and-accounting,424,219,0
2391,Redis,redis,http://redis.io/,"Redis is an open source (BSD licensed), in-memory data structure store, used as a database, cache, and message broker. Redis provides data structures such as strings, hashes, lists, sets, sorted sets with range queries, bitmaps, hyperloglogs, geospatial indexes, and streams.",In-Memory Data Store,in-memory-data-store,Programming Languages And Frameworks,programming-languages-and-frameworks,158337,35232,193
2392,Redmine,redmine,http://www.redmine.org/,"Redmine is a flexible project management web application. Written using the Ruby on Rails framework, it is cross-platform and cross-database. ",Project Management,project-management,Product And Design,product-and-design,11163,3652,24
2394,Redux,reduxjs,https://github.com/rackt/redux,"It helps you write applications that behave consistently, run in different environments (client, server, and native), and are easy to test. t provides a great experience, such as live code editing combined with a time traveling debugger.",Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,121784,33850,189
2397,Refiner,refiner,https://refiner.io/,"It is a customer survey tool built specifically for SaaS, eCommerce and Membership sites. Ask your users any question while they are using your product.

It integrates into your existing marketing & sales stacks seamlessly. Our integrations allow you to sync survey responses to the tools you already use in real time, such as your CRM, email marketing automation platform, your backend API or good old Excel. 
",Survey,survey,Customer Management,customer-management,3775,568,0
2427,RescueTime,rescuetime,https://www.rescuetime.com/,It helps you understand how you spend your time on the computer by automatically keeping a log of the time you spend on different applications and websites. Having an accurate idea of how you time is spent makes it easy to stay productive,Employee Monitoring,employee-monitoring,HR,hr,5,3,0
2461,RingCentral,ringcentral,http://www.ringcentral.com,"Since RingCentral is cloud based, you enjoy the freedom to connect and manage multiple locations, devices and workers within your cloud phone system. You can easily customize users, departments, and call handling rules. No matter where you, or the users, are. You only need a high-speed Internet connection and your phone system is ready to work lightning fast, anytime and anyplace. There’s no PBX hardware. ",Business Phone Systems,business-phone-systems,Communications,communications,5211,2233,20
2473,RSpec,rspec,https://rspec.info/,"Behaviour Driven
Development for Ruby.
Making TDD Productive and Fun.",Testing And QA,testing-and-qa,Testing And QA,testing-and-qa,7692,2699,9
2482,Rust,rust,http://www.rust-lang.org/,"Rust is a systems programming language that combines strong compile-time correctness guarantees with fast performance. It improves upon the ideas of other systems languages like C++ by providing guaranteed memory safety (no crashes, no data races) and complete control over the lifecycle of memory.",Languages,languages,Programming Languages And Frameworks,programming-languages-and-frameworks,74352,15889,115
2486,Ryver,ryver,http://www.ryver.com,"It is a team communication tool that organizes team collaboration, chats, files, and even emails into a single location, for any size team, for FREE.",Internal Communications,internal-communications,Collaboration,collaboration,7,5,0
2499,Salesforce,salesforce,https://www.salesforce.com/in/,"It is a customer relationship management solution that brings customers and companies together. It's one integrated CRM platform that gives all your departments — including marketing, sales, commerce, and service — a single, shared view of every customer.",CRM Platforms,crm-platforms,Sales,sales,1144625,153761,1257
2502,Salesforce Marketing Cloud,salesforce-marketing-cloud,https://www.salesforce.com/fr/products/marketing-cloud/overview/,"Email marketing automation connects interactions from any channel or device, and combines customer data and behaviors to create real-time relevant communications.",Big Data,big-data,Business Intelligence And Analytics,business-intelligence-and-analytics,32964,10490,49
2507,Salesmate,salesmate,https://www.salesmate.io/,"Sales CRM Software for small businesses with easy to use and intuitive interface. It reduces pain by helping you be more productive, increases wins and engage deeply with your customers.",CRM Platforms,crm-platforms,Sales,sales,129,44,0
2510,Sass,sass,http://sass-lang.com/,"Sass is an extension of CSS3, adding nested rules, variables, mixins, selector inheritance, and more. It's translated to well-formatted, standard CSS using the command line tool or a web-framework plugin.",CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,88616,28583,93
2516,Scala,scala,http://www.scala-lang.org/,"Scala is an acronym for “Scalable Language”. This means that Scala grows with you. You can play with it by typing one-line expressions and observing the results. But you can also rely on it for large mission critical systems, as many companies, including Twitter, LinkedIn, or Intel do. To some, Scala feels like a scripting language. Its syntax is concise and low ceremony; its types get out of the way because the compiler can infer them. ",Languages,languages,Programming Languages And Frameworks,programming-languages-and-frameworks,164962,26915,142
2518,ScheduleOnce,scheduleonce,https://www.scheduleonce.com/,A powerful and easy-to-use appointment scheduler that works in tandem with personal calendars and supports businesses in a wide range of scheduling scenarios.,Appointments And Scheduling,appointments-and-scheduling,Customer Management,customer-management,69,42,0
2522,scikit-learn,scikit-learn,http://scikit-learn.org/stable/,scikit-learn is a Python module for machine learning built on top of SciPy and distributed under the 3-Clause BSD license.,Data Science And Machine Learning,data-science-and-machine-learning,Business Intelligence And Analytics,business-intelligence-and-analytics,53646,16629,110
2546,Segment,segment,https://segment.com,"Segment is a single hub for customer data. Collect your data in one place, then send it to more than 100 third-party tools, internal systems, or Amazon Redshift with the flip of a switch.",Data Quality,data-quality,Business Intelligence And Analytics,business-intelligence-and-analytics,8749,3084,14
2547,Selenium,selenium,http://www.seleniumhq.org/,"Selenium automates browsers. That's it! What you do with that power is entirely up to you. Primarily, it is for automating web applications for testing purposes, but is certainly not limited to just that. Boring web-based administration tasks can (and should!) also be automated as well.",Browser Testing,browser-testing,Testing And QA,testing-and-qa,222359,45694,252
2553,Sellsy,sellsy,https://www.sellsy.com/,"It is a comprehensive suite of tools aimed at helping companies improve their sales. It is designed to be an all-in-one solution that combines help desk, CRM, inventory, and accounting to create a seamless.

Sellsy is also connected with renown SaaS players like Google Apps, Dropbox or Mailchimp (among others).

Sellsy is available both on web and mobile apps and provides a robust API.",CRM Platforms,crm-platforms,Sales,sales,781,341,6
2561,SendGrid,sendgrid,,,Project Collaboration,project-collaboration,Collaboration,collaboration,0,0,0
2565,SendOwl,sendowl,https://sendowl.com,"It is an online platform where you can easily and inexpensively create a storefront and start selling digital products and services. It enables a rapid launch process, making it as close to “one click” as you can get.",Ecommerce Platform,ecommerce-platform,E-commerce,e-commerce,2,2,0
2569,Sendy,sendy,http://sendy.co/,Sendy is a self hosted email newsletter application that lets you send trackable emails via Amazon Simple Email Service (SES). This makes it possible for you to send authenticated bulk emails at an insanely low price without sacrificing deliverability.,Email Marketing Platforms,email-marketing-platforms,Marketing,marketing,91,59,2
2578,Serverless,serverless,http://serverless.com/,"Build applications comprised of microservices that run in response to events, auto-scale for you, and only charge you when they run. This lowers the total cost of maintaining your apps, enabling you to build more logic, faster. The Framework uses new event-driven compute services, like AWS Lambda, Google CloudFunctions, and more.","Queueing, Messaging And Background Processing",queueing-messaging-and-background-processing,Programming Languages And Frameworks,programming-languages-and-frameworks,130803,29697,192
2590,SharpSpring,sharpspring,http://sharpspring.com,"It is targeted primarily at small and medium-size businesses, offering a wide array of features to make sure that users get all the online marketing functionalities that they need.",Marketing Automation Platforms,marketing-automation,Marketing,marketing,798,415,0
2592,Shiny,shiny,https://www.rstudio.com/products/shiny/,"It is an open source R package that provides an elegant and powerful web framework for building web applications using R. It helps you turn your analyses into interactive web applications without requiring HTML, CSS, or JavaScript knowledge.",Data Visualization,data-visualization,Business Intelligence And Analytics,business-intelligence-and-analytics,19518,4967,18
2597,ShipStation,shipstation,http://www.shipstation.com/,"ShipStation is a web-based software designed to help eCommerce retailers process, fulfill, and ship their orders from all the most popular marketplaces and shopping carts using all the top carriers.",Shipping And Fulfillment,shipping-and-fulfillment,E-commerce,e-commerce,3841,1696,11
2599,Shopify,shopify,https://engineering.shopify.com/,"Shopify powers tens of thousands of online retailers including General Electric, Amnesty International, CrossFit, Tesla Motors, Encyclopaedia Britannica, Foo Fighters, GitHub, and more. Our platform allows users to easily and quickly create their own online store without all the technical work involved in developing their own website, or the huge expense of having someone else build it. Shopify lets merchants manage all aspects of their shops: uploading products, changing the design, accepting credit card orders, and viewing their incoming orders and completed transactions.",Ecommerce Platform,ecommerce-platform,E-commerce,e-commerce,141638,52258,428
2608,SIGNL4,signl4,https://www.signl4.com,"When critical systems fail or incidents happen, it bridges the ‘last mile’ to your staff, engineers, IT admins and workers ‘in the field’. It adds real-time mobile alerting to your services, systems and processes in no time.
It notifies through persistent mobile push, text and voice calls with acknowledgement, tracking and escalation. Integrated duty and shift scheduling ensures the right people are alerted at the right time.
Through convenient interfaces like email and webhooks, it adds mobile alerting and incident response capabilities to IT, IoT, SCADA and other technical systems.",Big Data,big-data,Business Intelligence And Analytics,business-intelligence-and-analytics,0,0,0
2616,Simplero,simplero,,YOUR ENTIRE ONLINE COACHING BUSINESS IN ONE PLACE,Learning Management Systems,learning-management-systems,HR,hr,21,16,1
2622,Site24x7,site24x7,https://www.site24x7.com/,"Site24x7 is an all-in-one monitoring solution that allows you to monitor every part of your IT infrastructure from Websites to Applications, to Servers (both on-premise and on the cloud) as well as your Network infrastructure.",Network Monitoring,network-monitoring,IT Security,it-security,531,269,0
2627,Sketch,sketch,https://sketchapp.com/,Easily create complex shapes with our state-of-the-art vector boolean operations and take advantage of our extensive layer styles.,Graphic Design Software,graphic-design-software,Product And Design,product-and-design,139319,50939,337
2630,sklearn,sklearn,,,Libraries And Widgets,libraries-and-widgets,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
2632,Skype,skype,http://www.skype.com/,"Skype’s text, voice and video make it simple to share experiences with the people that matter to you, wherever they are.",Audio Conferencing,audio-conferencing,Communications,communications,103862,18641,58
2634,Slack,slack,https://slack.com/,"Imagine all your team communication in one place, instantly searchable, available wherever you go. That’s Slack. All your messages. All your files. And everything from Twitter, Dropbox, Google Docs, Asana, Trello, GitHub and dozens of other services. All together.",Internal Communications,internal-communications,Collaboration,collaboration,215439,50373,330
2643,Smartsheet,smartsheet,https://www.smartsheet.com/,"It is an intuitive online project management tool enabling teams to increase productivity using cloud, collaboration, & mobile technologies. It provides your organization with a powerful work platform that offers exceptional speed to business value",Forms And Surveys,forms-and-surveys,Customer Management,customer-management,49966,14223,141
2657,Snowflake,snowflake,https://www.snowflake.com,Snowflake eliminates the administration and management demands of traditional data warehouses and big data platforms. Snowflake is a true data warehouse as a service running on Amazon Web Services (AWS)—no infrastructure to manage and no knobs to turn.,Data Warehousing,data-warehousing,Business Intelligence And Analytics,business-intelligence-and-analytics,175987,29849,221
2705,Solidus,solidus,http://solidus.io/,"It is an open source, eCommerce application for high volume retailers. Built with Ruby on Rails, this mountable engine provides a scalable, stable, and highly customizable platform for online commerce.",Ecommerce Platform,ecommerce-platform,E-commerce,e-commerce,262,99,0
2706,Solr,solr,http://lucene.apache.org/,"Solr is the popular, blazing fast open source enterprise search platform from the Apache Lucene project. Its major features include powerful full-text search, hit highlighting, faceted search, near real-time indexing, dynamic clustering, database integration, rich document (e.g., Word, PDF) handling, and geospatial search. Solr is highly reliable, scalable and fault tolerant, providing distributed indexing, replication and load-balanced querying, automated failover and recovery, centralized configuration and more. Solr powers the search and navigation features of many of the world's largest internet sites.",Keyword Research Tools,keyword-research-tools,Marketing,marketing,23421,6650,17
2714,Apache Spark,spark,https://spark.apache.org/,"Spark is a fast and general processing engine compatible with Hadoop data. It can run in Hadoop clusters through YARN or Spark's standalone mode, and it can process data in HDFS, HBase, Cassandra, Hive, and any Hadoop InputFormat. It is designed to perform both batch processing (similar to MapReduce) and new workloads like streaming, interactive queries, and machine learning.",Stream Processing,stream-processing,Business Intelligence And Analytics,business-intelligence-and-analytics,267972,40275,264
2715,SparkPost,sparkpost,https://www.sparkpost.com,"SparkPost is the world’s #1 email delivery provider.  We empower companies with actionable, real-time data to send relevant email to their customers which increases engagement and both top and bottom line revenue.",Email Tracking,email-tracking,Marketing,marketing,296,93,0
2725,Splunk,splunk,http://www.splunk.com,"It provides the leading platform for Operational Intelligence. Customers use it to search, monitor, analyze and visualize machine data.",Security Information And Event Management (SIEM),security-information-and-event-management-siem,IT Security,it-security,175390,24411,135
2726,Splunk Cloud,splunk-cloud,http://www.splunk.com,"If you're looking for all the benefits of Splunk® Enterprise with all the benefits of software-as-a-service, then look no further. Splunk Cloud is backed by a 100% uptime SLA, scales to over 10TB/day, and offers a highly secure environment.",Application Performance Monitoring,application-performance-monitoring,Devops And Development,devops-and-development,1566,726,3
2735,Spring,spring,http://spring.io/,"A key element of Spring is infrastructural support at the application level: Spring focuses on the ""plumbing"" of enterprise applications so that teams can focus on application-level business logic, without unnecessary ties to specific deployment environments.",Project Collaboration,project-collaboration,Collaboration,collaboration,496179,70302,324
2736,Spring Boot,spring-boot,http://spring.io/,"Spring Boot makes it easy to create stand-alone, production-grade Spring based Applications that you can ""just run"". We take an opinionated view of the Spring platform and third-party libraries so you can get started with minimum fuss. Most Spring Boot applications need very little Spring configuration.",Application Frameworks,application-frameworks,Programming Languages And Frameworks,programming-languages-and-frameworks,328026,43917,210
2739,SQLite,sqlite,http://www.sqlite.org/,"SQLite is an embedded SQL database engine. Unlike most other SQL databases, SQLite does not have a separate server process. SQLite reads and writes directly to ordinary disk files. A complete SQL database with multiple tables, indices, triggers, and views, is contained in a single disk file.",Relational Databases,relational-databases,Programming Languages And Frameworks,programming-languages-and-frameworks,19103,7971,36
2744,Squarespace,squarespace,http://www.squarespace.com,"Whether you need simple pages, sophisticated galleries, a professional blog, or want to sell online, it all comes standard with your Squarespace website. Squarespace starts you with beautiful designs right out of the box — each handcrafted by our award-winning design team to make your content stand out.",Site Builder,site-builder,Product And Design,product-and-design,11818,6938,38
2763,Stencil,stencil,https://stenciljs.com/,A reusable web component generator,Project Collaboration,project-collaboration,Collaboration,collaboration,6128,2244,17
2773,Streak,streak,http://www.streak.com/,Streak lets you keep track of all your deals right from your inbox. We let you group emails from the same customer together into one view and push that customer through your pipeline. ,CRM Platforms,crm-platforms,Sales,sales,5336,2225,27
2776,Stripe,stripe,https://stripe.com/,Stripe makes it easy for developers to accept credit cards on the web.,Online Payment Security,online-payment-security,Finance And Accounting,finance-and-accounting,19203,8089,72
2778,STUDIO,studio,https://studio.design/,"It is centered around our pioneering code generation technology. With every stroke you make, we populate real-time code for you behind the scenes. So your design works automatically on every device and browser. Gain back the creativity compromised in pre-existing templates, and the time lost in the back and forth with developers in design handoffs. Save them for designing your next best website.",Team Collaboration,team-collaboration,Collaboration,collaboration,11900,3126,18
2792,SupportBee,supportbee,https://supportbee.com,"SupportBee intentionally mimics the email experience because both your team and your customers already understand email well. Tickets in SupportBee are either Unanswered or Answered. When they are created, they are unanswered. Once you reply, they are marked answered and taken off the screen for you to focus on the remaining unanswered tickets. If a customer replies, we mark the ticket unanswered again. You can also star a ticket if you have answered it but want to follow up later.",Helpdesk Tools,helpdesk-tools,Customer Management,customer-management,7,6,0
2801,Survicate,survicate,http://survicate.com,"Survey specific groups of website visitors to understand their needs, expectations, objections. 
Find out who they are and why they behave as they do.",Survey,survey,Customer Management,customer-management,52,32,1
2805,Swift,swift,https://developer.apple.com/swift/,"Writing code is interactive and fun, the syntax is concise yet expressive, and apps run lightning-fast. Swift is ready for your next iOS and OS X project — or for addition into your current app — because Swift code works side-by-side with Objective-C.",Languages,languages,Programming Languages And Frameworks,programming-languages-and-frameworks,139224,35416,178
2807,SwiftUI,swiftui,https://developer.apple.com/xcode/swiftui/,"Provides views, controls, and layout structures for declaring your app's user interface. The framework provides event handlers for delivering taps, gestures, and other types of input to your app.",Nonprofit CRM,nonprofit-crm,Productivity And Operations,productivity-and-operations,16002,5979,45
2811,Symfony,symfony,http://symfony.com/,It is written with speed and flexibility in mind. It allows developers to build better and easy to maintain websites with PHP..,Application Frameworks,application-frameworks,Programming Languages And Frameworks,programming-languages-and-frameworks,62375,16316,54
2824,Tableau,tableau,http://www.tableau.com/,"Tableau can help anyone see and understand their data. Connect to almost any database, drag and drop to create visualizations, and share with a click.",Business Intelligence (BI),business-intelligence-bi,Business Intelligence And Analytics,business-intelligence-and-analytics,773840,113179,761
2826,Tadabase,tadabase,,,Database,database,IT Management,it-management,0,0,0
2829,Tallyfy,tallyfy,https://tallyfy.com,"Tallyfy is beautifully designed workflow software and a zero-flowcharts and zero-code business process workflow management tool which automates and improve your repeatable processes, approvals and even client-facing workflows.",Document Management,document-management,Collaboration,collaboration,4,4,0
2832,Tars,tars,https://tarscloud.org/,"It is an open-source microservice platform. It contains a high-performance RPC framework and a service management platform. Based on Tars, you can develop a reliable microservice system efficiently.
It is designed for high reliability, high performance, and efficient service management. By significantly reducing system operation work, developers can focus on business logic and meet fast changes of user requirements.",Cloud Integration,cloud-integration,IT Management,it-management,3330,1047,17
2834,tawk.to,tawk-to,https://www.tawk.to/,It is a live chat support & messaging application that focuses on successful communication between businesses and their customers.,Customer Satisfaction Ratings,customer-satisfaction,Customer Management,customer-management,165,57,0
2840,Teachable,teachable,,"Teachable Enterprise is a cloud-based, white-labeled course platform for high-volume organizations that want to sell online courses, train employees or teach online. We host, you teach.",Learning Management Systems,learning-management-systems,HR,hr,44,28,1
2848,Teamleader,teamleader,https://www.teamleader.eu/,"A unified platform for CRM, invoicing & project planning. You choose and pay only for the modules you need.",CRM Platforms,crm-platforms,Sales,sales,17196,4704,42
2852,Teamwork Desk,teamwork-desk,http://teamwork.com/desk,"It is an intuitive and straightforward help desk software that combines ticket management and customer self-service into a single, comprehensive platform without the heavy costs and complications",Helpdesk Tools,helpdesk-tools,Customer Management,customer-management,80,32,0
2879,TensorFlow,tensorflow,https://www.tensorflow.org/,"TensorFlow is an open source software library for numerical computation using data flow graphs. Nodes in the graph represent mathematical operations, while the graph edges represent the multidimensional data arrays (tensors) communicated between them. The flexible architecture allows you to deploy computation to one or more CPUs or GPUs in a desktop, server, or mobile device with a single API.",Data Science And Machine Learning,data-science-and-machine-learning,Business Intelligence And Analytics,business-intelligence-and-analytics,131965,30630,327
2880,Terraform,terraform,https://hashicorp.com,"With Terraform, you describe your complete infrastructure as code, even as it spans multiple service providers. Your servers may come from AWS, your DNS may come from CloudFlare, and your database may come from Heroku. Terraform will build all these resources across all these providers in parallel.",Configuration Management,configuration-management,Devops And Development,devops-and-development,449099,64077,371
2902,Thinkific Plus,thinkific,,"Thinkific’s powerful platform makes it easy to share your knowledge, grow your audience, and scale the business you already love. Whether you’re educating 10 students or 10 million, you’ve got the easiest technology and best support in the business.",Learning Management Systems,learning-management-systems,HR,hr,340,229,0
2913,Time Doctor,timedoctor,http://timedoctor.com,"It is a time tracking and time management software that helps you to get a lot more done each day. It not only tracks the total time worked by every person on your team, but it will also provide a breakdown of how much time is spent on each project, client, or task.",Employee Monitoring,employee-monitoring,HR,hr,1289,264,2
2922,Todoist,todoist,https://todoist.com,"It lets you keep track of everything in one place. It gives you the confidence that everything’s organized and accounted for, so you can make progress on the things that are important to you.",Project Management,project-management,Product And Design,product-and-design,336,161,1
2923,Toggl,toggl,https://www.toggl.com/,"Toggl is an online time-tracking tool. It is popular with freelancers, groups, and small companies all over the world, mostly in US, Canada and UK.",Employee Monitoring,employee-monitoring,HR,hr,667,279,4
2927,Tornado,tornado,http://www.tornadoweb.org/,"By using non-blocking network I/O, Tornado can scale to tens of thousands of open connections, making it ideal for long polling, WebSockets, and other applications that require a long-lived connection to each user.",Application Frameworks,application-frameworks,Programming Languages And Frameworks,programming-languages-and-frameworks,10693,2891,22
2942,Transloadit,transloadit,https://transloadit.com,"Transloadit handles file uploading & file processing for your websites and mobile apps. We can process video, audio, images and documents.",File Sharing,file-sharing,Collaboration,collaboration,0,0,0
2950,Trello,trello,https://trello.com,"Trello is a collaboration tool that organizes your projects into boards. In one glance, Trello tells you what's being worked on, who's working on what, and where something is in a process.",Project Management,project-management,Product And Design,product-and-design,81318,33742,391
2952,Trint,trint-2,https://trint.com/,It is more than just a fast and accurate audio to text converter. We go beyond audio transcription to help you get the most out of your content.,Copywriting And Content Writing Services,copywriting-and-content-writing-services,Marketing,marketing,57,28,1
2964,Tumblr,tumblr,https://www.tumblr.com,"Tumblr is a feature rich and free blog hosting platform offering professional and fully customizable templates, bookmarklets, photos, mobile apps, and social network. The site now ranks as the 11th-largest in terms of traffic, according to Quantcast, with 170 million monthly visitors globally.",Blogging Platform,blogging-platform,Devops And Development,devops-and-development,1906,593,6
2968,Twilio,twilio,http://www.twilio.com,Bring voice and messaging to your web and mobile applications.,"Queueing, Messaging And Background Processing",queueing-messaging-and-background-processing,Programming Languages And Frameworks,programming-languages-and-frameworks,8130,2984,23
2971,Twist,twist,https://doist.com,"Twist is a communication app for teams who believe there’s more to work than keeping up with group chat apps, created by the makers of Todoist.",Internal Communications,internal-communications,Collaboration,collaboration,20378,1568,11
2977,Typeform,typeform,http://www.typeform.com,"Build beautiful and engaging next-generation online forms, surveys, quizzes, landing pages, and much more with Typeform",Forms And Surveys,forms-and-surveys,Customer Management,customer-management,5826,2072,20
2978,TypeScript,typescript,https://www.typescriptlang.org/,TypeScript is a language for application-scale JavaScript development. It's a typed superset of JavaScript that compiles to plain JavaScript.,Templating,templating,Programming Languages And Frameworks,programming-languages-and-frameworks,540566,95950,580
2980,Typography,typography,http://www.typography.com/,"It is the art and technique of arranging type to make written language legible, readable, and appealing when displayed. This term is also applied to the style, arrangement, and appearance of the letters, numbers, and symbols created by the process.",Programming Framework,programming-framework,Programming Languages And Frameworks,programming-languages-and-frameworks,6562,3980,34
