product_name,description,url,category,source
InterCall Call Manager,"InterCall Call Manager is a free tool for InterCall On-Demand Audio that you can control all aspects of your conference calls and online meetings. InterCall Call Manager's features allow you to handle scheduling, participation, security and other parts of online meetings with the click of a mouse or tap of your finger.",https://www.west.com/,Video Conferencing Software,bd
INMYTEAM,"Home Care management software with easy-to-use tools and all in the cloud. Approved Electronic Visit Verification with easy-to-use apps, HR modules with automatic reminders, Forms, and assessments filler with Nurse Portal. INMYTEAM offers scheduling, Caregiver and Patient compliance, Plan of Care, Medical Orders, Conferences, and much more.",https://www.inmyteam.com/,Health Care Software,bd
Intermedia Unite,"Intermedia Unite is an award-winning, highly reliable, cloud-based phone system that helps small businesses lower costs, simplify management and increase employee productivity.",https://www.intermedia.net/,VoIP Providers,bd
IntelAgree,IntelAgree is an easy-to-use SaaS solution that generates powerful contracts in a snap using artificial intelligence. IntelAgree is easy to use and integrates seamlessly with your existing contract tools and processes.,https://www.intelagree.com/,Contract Lifecycle Management (CLM) Software,bd
shopBeacon,The most trusted in-store engagement and analytics platform,https://traxretail.com/,Consumer Goods Software,bd
VivaHR,"VIVAHR Is not just an applicant tracking system, it's a recruitment marketing platform. It's software is built to help companies increase their candidate conversion rate by leveraging company culture profile pages.",https://vivahr.com/,Recruiting Software,bd
WorkOtter,"WorkOtter is a simpler, lower cost, and adaptive Cloud suite that makes PPM a snap",https://www.workotter.com/,"Project, Portfolio & Program Management Software",bd
Malwarebytes for Teams,"Malwarebytes proactively protects people and businesses against dangerous threats such as malware, ransomware and exploits that escape detection by traditional antivirus solutions.",https://www.malwarebytes.com/,Endpoint Protection Software,bd
mediasmart,"mediasmart - a self-serve mobile programmatic platform (now acquired by Affle International Pte. Ltd., Singapore) - provides advertisers, trading desks and agencies an integrated mobile advertising solution with the unique capability of measuring incremental metrics in real-time for Proximity and App marketing campaigns. mediasmart empowers advertisers to efficiently invest in advertising through a transparent platform that links the physical world with the digital world across mobile devices and connected TVs, all while following a privacy by design approach to all solutions provided. Headquartered in Madrid, mediasmart includes a team of passionate technologists and mobile advertising experts.",https://mediasmart.io/,Demand Side Platform (DSP),bd
LogMeIn Resolve,"LogMeIn Resolve is the only software with native remote monitoring and management (RMM), remote support and access, and ticketing functionality, making it the fastest and easiest IT management solution to deploy. LogMeIn Resolve provides refreshingly simple, remarkably secure IT management and support software designed for the ways teams work today.",https://www.goto.com/,Remote Support Software,bd
MaestroPayment,"If you're managing contractors and freelancers, you know how time-consuming and complex it can be to track and pay them. That's why we're excited to introduce Maestro, an innovative platform that can streamline your contractor management process. Maestro offers an easy-to-use and fully automated process for hiring, work reporting, validation, and secure global payments. With Maestro, you can reduce the risk of errors, save time on repetitive manual tasks, and have more control over your budget and proof-of-work. Whether you're a small business owner, a freelancer, or a global enterprise, Maestro can help you simplify your contractor management process and take your business to the next level.",https://www.maestropayment.com/,Contractor Payment Software,bd
MaxAssist,"MaxAssist® is the only onscreen personal assistant for your entire dental practice. With MaxAssist you can keep your dental chairs full, workloads manageable, practice productive, and staff happy. Our software takes the stress out of time-consuming tasks, freeing you to focus on the things that matter – your patients.",https://www.recallmax.com/,Health Care Software,bd
Trellix Threat Intelligence Exchange,"McAfee Threat Intelligence Exchange optimizes threat detection and response by closing the gap from malware encounter to containment from days, weeks, and months down to milliseconds.",https://www.mcafee.com/,System Security Software,bd
Mailchimp Open Commerce,Reaction Commerce is a completely open source JavaScript platform for today's premier ecommerce experiences.,https://mailchimp.com/,E-Commerce Software,bd
Trellix Intrusion Prevention System,McAfee Host Intrusion Prevention for Server boosts server security and lowers costs by reducing the frequency and urgency of patching.,https://www.mcafee.com/,Network Security Software,bd
LuxSci,"LuxSci provides HIPAA-compliant email, secure email & web services.",https://luxsci.com/,Health Care Software,bd
Finflux,"Finflux is SaaS based banking platform that offers all banking needs at one place, needs like loan origination, loan management, collection module, financial accounting, marketplace integration, app based lending, alternative data based credit scoring, reporting and analytics and many more. At present we are serving about 4+ million borrowers with active loan portfolio of $3.2billion.",https://m2pfintech.com/,Financial Services Software,bd
Trellix Database Security,"Maximum data security, minimal impact on hardware resources",https://www.mcafee.com/,Data Security Software,bd
Medallia Experience Orchestration,Medallia Experience Orchestration platform is a new generation of cloud-based Engagement Hub that works with and across existing systems and touchpoints to provide real-time customer journey orchestration and actionable journey insight.,https://www.medallia.com/,Customer Journey Analytics Software,bd
Learning Pool - Platform,"The Learning Pool Platform delivers personalised and purposeful workplace learning at scale through the use of intelligent data. The platform applies insights into who a learner is, what they know, and what they need to do in real time. By aligning learning to personal goals and business objectives, we deliver extraordinary outcomes for individuals and organizations alike.",https://learningpool.com/,Talent Management Software,bd
LexisNexis ThreatMetrix,ThreatMetrix is a digital identity company that provides cloud solutions for authenticating digital personas and transactions on the internet.,https://www.lexisnexis.com/,Identity Management Software,bd
Gardsgate,Gradsgate is an alumni management software that empowers schools and universities alumni relations.,https://www.gradsgate.com/,Alumni Management Software,bd
Gazoop Tow and Recovery,Gazoop is a towing and recovery management software,https://gazoop.com/,Automotive Software,bd
GALA construction software,"Construction software for calculation, planning, expenditure control, and accounting of derivative works.",https://gala-construction-software.com/,"Project, Portfolio & Program Management Software",bd
Dallas TX Roofing Pro,"Are you searching for a roof repair service in Dallas? We are roofing company in Dallas. We do residential roofing and commercial roofing along with roof leak repair and replacement, hail damage repair. Our expert team takes care of the task in an hassle free manner.",https://www.dallastxroofingpro.com/,Construction Software,bd
Cyber-Science 3D,"Cyber Science 3D, formerly operating under the name Viz-Tek, specializes in the design and development of virtual, augmented, and mixed reality systems and simulations.",https://cyberscience3d.com/,Virtual Reality Software,bd
Dailo,"Dialo is a constantly evolving training platform for creating dialog simulations that can be accessed on web/mobile/ and vr with its own speech module and control over the avatar behaviour. Trough web interface it’s quick to create new simulations as well as to edit them, combine them into courses, assign to lists of learners and track their progress.",https://cerevrum.com/,Virtual Reality Software,bd
CymonixIQ+,"CymonixIQ+ is a user-friendly AI-enabled data management platform that simplifies the development of enterprise-scale AI applications, allowing users of all technical backgrounds to achieve transformative results.",https://www.cymonix.com/,Data Science and Machine Learning Platforms,bd
D3M,Reduce repetitive tasks while keeping your projects and team in sync.,https://www.d3mnetworks.com/,Diagramming Software,bd
Cyclotron,"We’re Cyclotron. We want to welcome you to the new world of an action-oriented, modern technology consultancy. Cyclotron was proudly founded in San Francisco in 2014 with the sole intent of accelerating the success of our clients by solving mission-critical business and technology challenges, through a proven network of industry-specific frameworks. We’re a trusted strategic partner to many innovative organizations in the financial, health and life sciences, public, retail, and technology sectors. Our solutions combined with your investment with us boosts productivity, enhances collaboration, and integrates intelligence across your entire enterprise.",https://cyclotrongroup.com/,UCaaS Platforms,bd
CycSurveillance,"CycSurveillance is a surveillance solution designed to cover directed, intrusive, property interference, PAS and non-regulated applications.",https://www.gsaltd.com/,Public Safety Software,bd
CyberMatrix Timesheets,CyberMatrix Timesheets is multi-user time sheet entry software that employees can use to quickly enter the time they spend on different projects or tasks.,https://www.cybermatrix.com/,Time & Attendance Software,bd
CXS - Career Experience Suite,"With increased employee expectations about their workforce experience, employers are confronted with addressing the fundamental challenge of finding and keeping talent. The Career Experience Suite by Engage2Excel does just that – it’s a platform of solutions designed to impact the moments that matter, at every step of the career experience. We’ve combined the candidate & employee experiences because we believe the view of an employee’s experience has expanded. Our broader approach looks at the entire talent lifecycle from pre-hire to retirement and focuses on attracting, engaging and retaining your talent through recruitment, onboarding, recognition, manager development and engagement survey solutions.",https://www.engage2excel.com/,Talent Management Software,bd
Cybowall,Cybowall combines multiple cybersecurity tools and capabilities in one solution - securing networks of all sizes and providing unified defense against a continuously evolving threat landscape.,https://cybonet.com/,Network Security Software,bd
Data Blaze,"Data Blaze is a FREE data organization and tables software for busy professionals who need to access their data quickly and easily. It supports rich data types, dynamic views, collaboration, external forms, and more. But Data Blaze is much more than a spreadsheet. With Data Blaze, you can make your data available anywhere: Read relevant information and use it anywhere (in an email, message, summary, etc.) or update data from anywhere as you type, e.g. capture the contact information on LinkedIn.",https://blaze.today/,Other Analytics Software,bd
Dant Fashion Software,"Dant Fashion Software is a integrated accounting and POS solution for wholesalers, importers, manufacturers, agents and retailers. The system is designed to utilize the style, color, size requirements that the apparel industry requires.",https://www.dant.com.au/,Apparel Software,bd
CustomerVox,"CustomerVox helps growth-focused Shopify stores provide a superior shopping experience through personalized communication for each individual customer, on every visit. We help craft and automate customer communication (popups, emails, and landing pages) with the goal to increase revenue for Shopify stores. The best part is you don't need to be a designer or a coder to create your customer interactions. We focus on understanding customers through a process we call a holistic customer experience or journey. Customer journey covers interacting and learning about a customer through their shopping experience and we cover the customer journey in full. CustomerVox replaces multiple tools and because it does - we enable personalized interactions that help create superior customer engagement and increases customer loyalty which benefits sales, communications, and the overall shopping experience for your customers.",https://www.customervox.com/,Conversion Rate Optimization Tools,bd + ts
DASH DDX™ Document Management,"DASH solutions are built for small to medium-sized manufacturing and distribution companies. DASH develops and implements software solutions to quickly find, retrieve, and share content across the organization with DASH DDX™. For accounting teams, DASH AP Robot™ improves efficiencies and reduces costs with the proficiency of AP automation. DASH DDX™ document management software provides an easy-to-use “paperless” platform specifically for manufacturers and distributors. Pre-integrated with the ERP system, DASH DDX™ makes it simple for users to archive and file documents from many sources; and to quickly find, retrieve, and share content. DASH AP Robot™ utilizes artificial intelligence to automate accounts payable entry, including 3-way matching (Invoice/GRN/PO), finishing with AP posting to in real-time. DASH AP Robot™ will streamline processes such as purchase order (PO) matching and 3-way matching against goods or services delivered. And to take it up another level, you can expect the identification of duplicate invoices, mismatch notifications, and other fraud prevention functionality. Plus, if you use DASH DDX™ software it will also auto-file your invoices in the DDX Archive database for future reference – so your filing effort disappears too! The DASH AP Robot™ works with or without DASH DDX™ present.",https://dashdev.com/,Document Management Software,bd
Cyber First Responder and Ransomware Response On-Demand Training Classes,"Cybersecurity first responders need to react quickly to identify security breaches and minimize potential losses. Our Cyber First Responder Incident Response Training Class is a student favorite and has helped many IT teams learn the latest best practices for responding to malware, cloud breaches, network intrusions & more! Plus, you can take this on-demand course on YOUR schedule. Train on your own, or contact us for a group discount for your entire IT team. You’ll get hands-on experience practicing the fundamentals of cybersecurity incident response, including incident classification and triage, chain of custody documentation, evidence preservation, remediation, and more! Who Should Take This Class: IT staff tasked with responsibility for detection and triage of security incidents Help Desk staff that may be the first point of contact for reports of suspicious activity Security team members who are involved in incident response and/or planning Anyone with a general technical background who might be asked to respond to a suspected cybersecurity incident Cyber First Responder Incident Response Training Class Topics Include: Incident detection, response planning, and triage Evidence preservation fundamentals Network-based evidence acquisition Hard drive imaging Volatile evidence collection (RAM & more) Cloud breach response 3 Reasons to Take our Cyber First Responder Incident Response Training Class Reduce your risk! IT teams that are trained to quickly identify and stop an incident may be able to stop an attack before data is breached or dramatically decrease the financial and PR damages from a cyberattack. Reduce breach costs! With today’s continuously evolving cyberattacks and zero-day exploits, it’s only a matter of time until your organization faces a cyberattack. IBM found that faster breach identification reduced costs by over $1 million. Expert training! Our cyber first responder incident response training class is taught by IR expert, Matt Durrin. Matt speaks and trains at major industry conferences such as Black Hat and RSA and is a published author. You can also schedule a live Q & A session for questions! Pedagogy: Lectures – 4+ hours of on-demand video, organized into 4 modules Lab solution walkthroughs – 3+ hours of on-demand video walkthroughs stepping through the lab solutions Labs – hands-on access to 9 labs, up to 80 hours of time On-Demand Format: Learn at your own pace! You get 90 days of access to our Cyber First Responder course and lab environment, which can be extended on a monthly basis if desired (for an additional monthly fee). Student Equipment/Software: To take our on-demand Cyber First Response Incident Response Training class, students will need to use a Windows, Mac or Linux computer to access the lab environment. A tablet/iPad will NOT work. Students will need a reliable internet connection and the ability to connect to the remote lab using Remote Desktop Protocol (RDP) from a non-standard port",https://www.lmgsecurity.com/,Vulnerability Management Software,bd
CWPRO,"CWPRO reduces risks by identifying, controlling and preventing potential problems. The software allows necessary modifications on casing design and drilling parameters to be made before pumps are implemented.",https://www.pvisoftware.com/,Oil and Gas Software,bd
CYMA Not-For-Profit Edition,CYMA Non-for-Profit Edition is a fund accounting software package designed for the specific nature of the nonprofit industry,https://www.cyma.com/,Nonprofit Software,bd
Cygnet Audit Compliance Solution,Cygnet Tax tech's Audit Automation offers 6-way reconciliation with sales register/purchase register / general ledger / GSTR 2A/2B data / e-Invoice / EWB along with ensuring that 100% of the transactions are reconciled before certifying the audit report.,https://www.automation-whiz.com/,Accounting & Finance Software,bd
Data Pipeline,"DataPipeline, affiliated to Beijing Zhufeng Technology Co., Ltd., is an enterprise-level batch-stream integrated data fusion product, solution and service provider. The company adheres to the mission of ""connecting all data, applications and devices"" and is committed to ""becoming a world-class China Data Middleware Vendors"". DataPipeline assists users to build business goal-oriented data links through a variety of real-time data technologies. The product supports a wide range of data node types, and can quickly customize, deploy, and execute data tasks on demand. It can realize data processing from traditional data processing to real-time data applications. Various scenarios.",https://www.datapipeline.com/,Data Management Platforms (DMP),bd
Dashboard,"Dashboard is an association management software that lets you centralize your operations with member management, member communication, event management, content management, finance, sponsorship and more.",https://www.adoptdash.com/,Association Management Software,bd + ts
Daemon Technologies,"Daemon Technologies (地灵科技) is a software company focused on driving the adoption of Stacks technology in Asia. We build technology around opportunities in the Stacks ecosystem, including OnStacks.com, STX Mining & Stacking, and more.",https://daemontechnologies.co/,Other Development Software,bd
Dastomize,"Dastomize is a reliable cloud-based All-In-One Interactive Personalization & Growth Acceleration Management Platform (PGAM) for WooCommerce, Shopify & other custom eCommerce platforms, focusing on helping eCommerce & Print-On-Demand businesses manage product workflows, marketing automation, sales orders, and personalization at scale. In other words, we are a Personalization Acceleration Software (PAS).",https://www.dastomize.com/,E-Commerce Software,bd
Data Plus Math,"By mapping actual consumer ad exposure with real world purchases, conversions and other behaviors, Data + Math is able to help advertisers and publishers maximize outcomes for advertising campaigns.",https://liveramp.com/,Other Digital Advertising Software,bd
Dasseti (Formerly Diligend),Diligend provides cloud-based software solutions dedicated to the Due Diligence of Asset and Fund Managers.,https://www.dasseti.com/,Financial Services Software,bd
d-cart,"With d-cartforget about complicated designs and many expenses, you will not even have to pay for web hosting. Free integrations with the TOP payment gateways, and with all social media. With just a few clicks you can integrate your instagram shop account, google analytics, Facebook Pixel, and more.",https://megacomsolutions.com/,E-Commerce Software,bd
CustomOffice,"CustomOffice is a comprehensive digital office solution tailored specifically for machine stations, contractors, and hauliers. Designed to streamline business operations and enhance productivity within these specialized industries, CustomOffice offers a suite of tools that address the unique challenges and needs of these professionals. From task management to seamless integration with accounting software, CustomOffice provides a one-stop solution that simplifies the complexities of managing a modern machine station, contracting business, or haulage company. - Task Management: Easily create, assign, and track tasks within your organization, ensuring that projects stay on schedule. - Time Tracking: Accurately log and monitor working hours, making payroll and client billing a breeze. - Integration with Accounting Software: Seamlessly connect with platforms like Visma e-conomic for efficient financial management. - Mobile Accessibility: Manage your tasks, adjust time, and stay connected with your team on the go with our user-friendly mobile app. - Collaboration Tools: Foster teamwork and communication with features that allow for real-time collaboration and file sharing. - Customizable Workflows: Tailor CustomOffice to fit your unique business needs with customizable workflows and automation. - Robust Support: Benefit from dedicated support and resources to ensure a smooth implementation and ongoing success with CustomOffice. Whether you're a small business or a large enterprise, CustomOffice offers a flexible and scalable solution to meet your specific challenges. Experience the ease of managing your business with CustomOffice today!",https://www.customoffice.dk/,Agriculture Software,bd
CX Solutions Suite,"CyTrack Customer Experience (CX) technology seamlessly integrates into your telephone systems, CRM and database, allowing you to respond swiftly and professionally to customers across a broad range of channels.",https://cytrack.com/,Call & Contact Center Software,bd
D5 Exchange,D5 is the first on-chain order book Dex reDeFining exchange.,https://www.d5.xyz/,Blockchain Software,bd
cvMaster,"Helps recruiters during the hiring process by tracking and managing CVs. Many stages in the recruitment process are done automatically, the operation is simple and user-friendly, the time required for recruitment is significantly reduced, and the savings in terms of time and money are tremendous. In addition, the system awards you full control and monitoring of performance in all stages of the recruitment process.",https://www.jobmaster.co.il/,Recruiting Software,bd
CustomGuide,Thousands of companies rely on CustomGuide to measure and improve the essential business skills of their users.,https://www.customguide.com/,Education Software,bd
Data Archive Manager,Data Archive Manager is an email archiving solution for corporate and government exchange servers.,https://www.data443.com/,Data Recovery Software,bd
DareToCloud,DareToCloud is a web hosting service provider. DareToCloud also offers services for marketing efforts and website maintenance.,https://wildwestdomains.com/,Web Hosting Providers,bd
DailyCred,Ruby on Rails client for authentication.,https://dailycred.com/,Identity Management Software,bd
Cybera ONE,"The Cybera Network Services Platform applies software-defined networking principles to modernize the Wide-Area-Network (WAN) into a unique form of SD-WAN. This approach dramatically reduces your networking costs while optimizing application performance, enhancing your brand protection, and accelerating your speed-to-market.",https://www.cybera.com/,WAN Edge Infrastructure Software,bd
CXify Loyalty,"Your business can create a dream Loyalty program with our unique and flexible reward system. Discover new ways to reward your members through standard qualifying purchase as well as rewards for social media engagement, longetivity, birthdays, referrals, and more.",https://www.pearlgroup.no/en,SAP Store Software,bd
Dashiverse,"Analytics and insight don’t have to be complicated. Dashiverse makes it easy to track your performance on multiple platforms to see how it compares, correlates and intertwines. Dashiverse delivers all of your data to one convenient user- friendly Dashboard. Track all of your campaigns and online performance with Dashiverse customized Dashboards, crafted to provide definitive analytics and in-depth insight from every angle.",https://dashiverse.com/,Business Intelligence Software,bd
Dashable,Dashable is a project time tracking for agencies.,https://dashable.com/,Time Tracking Software,bd
CyberMaxx,"Managed security services designed to help you increase compliance and eliminate talent shortages, all while saving your organization's budget. It offers several managed security services delivered by our 24/7/365 security operations center, staffed with a team of leading cybersecurity experts dedicated to serving as an extension of your team.",https://cybermaxx.com/,System Security Software,bd
Darwin,"Darwin is an automated model building product that allows you to move from data to model deployment in less time than traditional methods, enabling the rapid prototyping of scenarios and productive extraction of insights.",https://www.sparkcognition.com/,Data Science and Machine Learning Platforms,bd
Daktela,"By developing our solutions, we have utilized our many years’ experience gained from implementing hundreds of contact centers.",https://www.daktela.com/,Call & Contact Center Software,bd
DashMetrics,Create & share easily digestible infographic dashboards.,https://dashmetrics.io/,Business Intelligence Software,bd
CyBot,"CyBot is a next-generation vulnerability management tool as well as the world first Automated pen testing solution, that continuously showcases validated, global, multi-vector, Attack Path Scenarios (APS), so you can focus your time and resources on those vulnerabilities that threaten your critical assets and business processes. CyBot has one core engine: CyBot Pro, plus two additional management consoles. One for Enterprises and one for MSSPs.",https://cronus-cyber.com/,System Security Software,bd
DailyMails,"Dailymail's features and integrations give you the power to create beautiful marketing emails, automated messages, and targeted ad campaigns",https://dailymails.org/,Email Marketing Software,bd
Cyberinc Isla,The Isla Malware Isolation Platform is an innovative browser isolation solution that helps keep all malware off your endpoints.,https://spikes.com/,Web Security Software,bd
Dargenta,"We create unique Employee Recognition Gifts, Awards among other products.",https://www.dargenta.com/,Talent Management Software,bd
CyberShop,Royal Cyber's Scan & Shop is a modernized way to shop and will be deployed by many retail companies to grow their business by cutting down the labor costs without layoffs by using technology to drive employee management.,https://www.royalcyber.com/,E-Commerce Software,bd
Dappr,"Start and run your business in one place with Dappr. Form your LLC or C-corp, get a Checking account, set up accounting, run payroll, send invoices, and much more. Dappr is the only platform you need!",https://dappr.com/,Accounting & Finance Software,bd
CyberEDU,CyberEDU is a special environment that leverages cyber-range-as-a-service technology and a powerful learning tool for individuals or organizations that want to reach the next level of mastery in offensive or defensive cybersecurity.,https://cyber-edu.co/,Vulnerability Management Software,bd
D2iQ,The Leading Independent Kubernetes Platform: D2iQ provides the Kubernetes infrastructure and support you need to get your ideas to market faster.,https://d2iq.com/,DevOps Software,bd
Cyjax Threat Intelligence Services,"We enable our clients to proactively monitor for threats to their organisation's brand, security and employees before they hit the firewall. We do this by combining access to our experienced analysts with our advanced Digital Threat Intelligence Platform to collect, review and add context to relevant data from sources across the clearnet, darknet and deep web.",https://www.cyjax.com/,System Security Software,bd
Cybereason Defense Platform,Cybereason automatically detects malicious activity and presents it in an intuitive way. It deploys easily with minimal organizational impact and provides end-to-end context of an attack campaign. Most organizations deploy Cybereason and start detecting attacks within 24 to 48 hours.,https://www.cybereason.com/,Endpoint Protection Software,bd
Cyzag Platform,"Cyzag's cloud-based solution boosts profitability across 80+ plants in 11 countries, supporting thousands of users. Create your ideal operations experience with ease—no coding required. The intuitive platform allows you to customise workflows, optimise processes, and adapt to changing needs effortlessly. Streamline plant operations with enhanced efficiency, real-time collaboration, and seamless integration of sustainability practices. ∙Single Source of Truth: Cyzag combines live process data and analytics, enhancing operational efficiency and reducing costs. ∙No-Code Application: Empower production, process and data engineers, operation managers, shop floor workers and continuous improvement professionals to build data-driven apps and automate workflows without coding. ∙Break Down Silos: Eliminate inefficiencies by combining numerous use cases in a single platform and simplifying your day-to-day operations. ∙Real-Time Process Analysis: Visualises live data, contextual overlays, and alerts to enhance shop floor performance. ∙Quick Implementation: Engage your staff in just 3 weeks. ∙Boosts Engagement: Increases user engagement by 5x, enabling seamless collaboration across all levels. ∙Horizontal Deployment: Easily templatise and deploy use cases across multiple locations.",https://www.cyzag.com/product,Manufacturing Intelligence Software,bd
D'Media,"D'Media, our cloud based media platform, helps you in building and launching a world class and feature rich media portal.",https://billionhands.in/,Digital Experience Platforms (DXP),bd
CyberCompass,"Quickly identify vulnerabilities across employees, processes, technology, and vendors. Know what and how to rapidly correct issues to protect your organization. Keep your entire organization cyber vigilant with visibility and accountability.",https://cybercompass.co/,Health Care Software,bd
Dartfish,Dartfish provides reliable performance analysis software for athletes and teams of all sizes.,https://dartfish.com/,Sports Software,bd
cyberelements,"cyberelements is the security platform for business performance. It is the only SaaS solution allowing you to enable your Zero Trust PAM (Privileged Access Management) in 3 mins. With cyberelements you can seamlessly and securely connect all your users to IT and OT systems. whether remotely or from the office, give your workforces and external third parties a secure access. Built on a Zero Trust architecture that apply the least privileged approach, cyberelements offers a wide range of security features including monitoring, tracking, and automated security measures.",https://www.systancia.com/,Identity Management Software,bd
CWX,This software is designed specifically for third party collection agencies.,https://www.collectionworks.com/,Accounting & Finance Software,bd
Daria Tech,"What is your plan for the 47 million Internet users in Iran? Elections are near, look smart.",https://dariatech.com/,Voting Management Software,bd
DAT iQ,"DAT Freight & Analytics operates DAT One, North America's largest truckload freight marketplace; DAT iQ, the industry's leading freight data analytics service; and Trucker Tools, the leader in load visibility. Shippers, transportation brokers, carriers, news organizations, and industry analysts rely on DAT for market trends and data insights, informed by nearly 700,000 daily load posts and a database exceeding $1 trillion in freight market transactions. Founded in 1978, DAT is a business unit of Roper Technologies (Nasdaq: ROP), a constituent of the Nasdaq 100, S&P 500, and Fortune 1000. Headquartered in Beaverton, Ore., DAT continues to set the standard for innovation in the trucking and logistics industry. Visit dat.com for more information.",https://www.dat.com/,Distribution Software,bd
CyberSol Orbit,"CyberSol has developed , Organisation Resource Business Intelligence Tool an enterprise solution for management and control over enterprises resources. This solution is like a smaller version of the ERP, CRM and SCM combined together.",https://cybersol.in/,ERP Systems,bd
Outlook PST Recovery,Outlook PST Recovery Tool allows you to recover the damaged Outlook PST files. It repairs the PST files and lets you open the files that become inaccessible. You can restore all the data from the inaccessible PST files with the help of this tool.,https://www.datarecoveryfreeware.org/,Data Recovery Software,bd
cWarehouse,The cWarehouse (warehouse management) mobile app is designed to be used by warehouse and shop floor personnel to execute day to day transactions in the warehouse. The app can also be used to run stock check reports on demand and execute the physical inventory process.,https://www.craveinfotech.com/,Inventory Management Software,bd
DACRA Tech,"Strategic Technology Partner Empowering Communities to Modernize and Flourish. DACRA Tech’s comprehensive Municipal Management Platform is the central hub to organize, streamline, and modernize your municipality. During implementation, the DACRA Onboarding Team partners with clients to identify workflow solutions and a seamless, customized plan for the purchased DACRA solution modules, including: * Mobile Police Ticketing * eCitation -- Police and Fine Enforcement * Building Code Enforcement * Property Management & Community Development * Administrative Adjudication Hearings * Municipal Court Management Software * Municipal Tow Management software * Municipal online Payments Processing * Municipal Collections and Debt Recovery Services * Alarm Management Software for municipalities * City Stickers Management software DACRA Tech is a deep reservoir of know-how and industry-leading software and solutions.",https://www.dacratech.com/,Public Safety Software,bd
Cuttinboard,"Cuttinboard is a powerful SaaS platform designed to simplify and optimize restaurant operations. With intuitive scheduling tools, efficient communication features, and organizational tools, Cuttinboard empowers restaurants to streamline processes, reduce labor costs, and enhance productivity. From data-driven decision-making to seamless team collaboration, Cuttinboard revolutionizes how restaurants manage their daily operations.",https://www.cuttinboard.com/,Hospitality Software,bd
Cynamics,"Cynamics is the only Next Generation (NG) Network Detection and Response (NDR) solution in the market today using standard sampling protocols built-in to every gateway, patented algorithms, as well as AI and Machine Learning, to provide threat prediction and visibility at speed and scale. Designed for MSPs, MSSPs and companies of all sizes. Cynamics features: • Full network coverage in less than an hour • Requires no software agents or appliances • Does not increase client's attack surface • No blindspots or latency • Sampling-based protocols to predict 100% visibility with < 1% network traffic • Requires little-to-no management • Utilizes AI/ML to predict threats at a fraction of the cost of the competition • Eliminates the possibility of supply chain attacks",https://www.cynamics.ai/,Network Security Software,bd
Dashfrugal,"Dashfrugal is a new age digital user adoption platform, enables product-led businesses especially SaaS companies to drive their user onboarding via In-app product training and support. With Dashfrugal's highly customizable interface software providers can create in-app product training along with produt walkthrough and real-time in-app support",https://www.dashfrugal.com/,Digital Adoption Platforms,bd
CXI,"The CEIFX software system is at the heart of Currency Exchange International, Corp's continued success. The web-based software is viewed as a leading application in foreign currency exchange based on its highly-customizable features and compliance functionality. The core features allow for fully customized customer setups, compliance integration, instinctual user interface, user management, and robust reporting capabilities.",https://www.ceifx.com/,Accounting & Finance Software,bd
Data Analyst Jobs,Find the latest data analyst jobs. Kick start your next data analyst career. Discover and apply to data analyst jobs curated from across the world including the US and UK.,https://dataanalystjobs.io/,Recruiting Software,bd
Cyclops Eye Care Records,"A complete software package that automates all aspects of eye care including electronic exams, digital image capture from diagnostic equipment, and much more.",https://cyclopsemr.com/,Health Care Software,bd
cxloyalty,"cxLoyalty, a JPMorgan Chase company, is a leading provider of loyalty technology services. We design, administer, fulfill and deliver market leading loyalty programs for our respected clients and...",https://cxloyalty.com/,Demand Generation Software,bd
Cuttable,"Cuttable takes the best practices and craft of ad agencies and marketing teams, and supercharges them with automation. But we’re not just another ad factory. Our platform has learned from some of Australia’s biggest ad legends to make really exceptional, top-shelf ads — en masse. Create, repurpose, edit, approve, publish, review, repeat. All on Cuttable.",https://www.cuttable.com/,Creative Management Platforms,bd
Daphne DMS,Daphne DMS is an easy to use web-based document management system.,https://mydaphne.com/,Enterprise Content Management (ECM) Systems,bd
Conveyor,"Conveyor unites an entire ecosystem of modern tools and services into a single, simple workflow for building maintainable and cost effective data projects.",https://www.dataminded.be/,Other Analytics Software,bd
Dairytech,"Dairytech.ai provides tech solutions to dairy farmers. We ensure highly qualitative, timely delivered, and cost-effective tech solutions to the entire dairy supply chain, from farmer to retailer.",https://www.dairytech.ai/,Food Software,bd
Data Quality Monitoring,"Datachecks is an open-source data monitoring tool that helps to monitor the data quality of databases and data pipelines. It identifies potential issues, including in the databases and data pipelines. It helps to identify the root cause of the data quality issues and helps to improve the data quality. Datachecks can generate several reliability, uniqueness, completeness metrics from several data sources.",,Monitoring Software,bd
